,word,firstLetter,secondLetter,thirdLetter,fourthLetter,fifthLetter,top5FirstLetter
13370,MATEY,M,A,T,E,Y,Top5
13371,BLUER,B,L,U,E,R,Top5
13372,AIDER,A,I,D,E,R,
13373,SHOOK,S,H,O,O,K,Top5
13374,RIVER,R,I,V,E,R,
13375,PRIVY,P,R,I,V,Y,Top5
13376,BETEL,B,E,T,E,L,Top5
13377,FRISK,F,R,I,S,K,
13378,BONGO,B,O,N,G,O,Top5
13379,BEGUN,B,E,G,U,N,Top5
13380,AZURE,A,Z,U,R,E,
13381,WEAVE,W,E,A,V,E,
13382,GENIE,G,E,N,I,E,
13383,SOUND,S,O,U,N,D,Top5
13384,GLOVE,G,L,O,V,E,
13385,BRAID,B,R,A,I,D,Top5
13386,SCOPE,S,C,O,P,E,Top5
13387,WRYLY,W,R,Y,L,Y,
13388,ROVER,R,O,V,E,R,
13389,ASSAY,A,S,S,A,Y,
13390,OCEAN,O,C,E,A,N,
13391,BLOOM,B,L,O,O,M,Top5
13392,IRATE,I,R,A,T,E,
13393,LATER,L,A,T,E,R,
13394,WOKEN,W,O,K,E,N,
13395,SILKY,S,I,L,K,Y,Top5
13396,WRECK,W,R,E,C,K,
13397,DWELT,D,W,E,L,T,
13398,SLATE,S,L,A,T,E,Top5
13399,SMACK,S,M,A,C,K,Top5
13400,SOLID,S,O,L,I,D,Top5
13401,AMAZE,A,M,A,Z,E,
13402,HAZEL,H,A,Z,E,L,
13403,WRIST,W,R,I,S,T,
13404,JOLLY,J,O,L,L,Y,
13405,GLOBE,G,L,O,B,E,
13406,FLINT,F,L,I,N,T,
13407,ROUSE,R,O,U,S,E,
13408,CIVIL,C,I,V,I,L,Top5
13409,VISTA,V,I,S,T,A,
13410,RELAX,R,E,L,A,X,
13411,COVER,C,O,V,E,R,Top5
13412,ALIVE,A,L,I,V,E,
13413,BEECH,B,E,E,C,H,Top5
13414,JETTY,J,E,T,T,Y,
13415,BLISS,B,L,I,S,S,Top5
13416,VOCAL,V,O,C,A,L,
13417,OFTEN,O,F,T,E,N,
13418,DOLLY,D,O,L,L,Y,
13419,EIGHT,E,I,G,H,T,
13420,JOKER,J,O,K,E,R,
13421,SINCE,S,I,N,C,E,Top5
13422,EVENT,E,V,E,N,T,
13423,ENSUE,E,N,S,U,E,
13424,SHUNT,S,H,U,N,T,Top5
13425,DIVER,D,I,V,E,R,
13426,POSER,P,O,S,E,R,Top5
13427,WORST,W,O,R,S,T,
13428,SWEEP,S,W,E,E,P,Top5
13429,ALLEY,A,L,L,E,Y,
13430,CREED,C,R,E,E,D,Top5
13431,ANIME,A,N,I,M,E,
13432,LEAFY,L,E,A,F,Y,
13433,BOSOM,B,O,S,O,M,Top5
13434,DUNCE,D,U,N,C,E,
13435,STARE,S,T,A,R,E,Top5
13436,PUDGY,P,U,D,G,Y,Top5
13437,WAIVE,W,A,I,V,E,
13438,CHOIR,C,H,O,I,R,Top5
13439,STOOD,S,T,O,O,D,Top5
13440,SPOKE,S,P,O,K,E,Top5
13441,OUTGO,O,U,T,G,O,
13442,DELAY,D,E,L,A,Y,
13443,BILGE,B,I,L,G,E,Top5
13444,IDEAL,I,D,E,A,L,
13445,CLASP,C,L,A,S,P,Top5
13446,SEIZE,S,E,I,Z,E,Top5
13447,HOTLY,H,O,T,L,Y,
13448,LAUGH,L,A,U,G,H,
13449,SIEVE,S,I,E,V,E,Top5
13450,BLOCK,B,L,O,C,K,Top5
13451,MEANT,M,E,A,N,T,Top5
13452,GRAPE,G,R,A,P,E,
13453,NOOSE,N,O,O,S,E,
13454,HARDY,H,A,R,D,Y,
13455,SHIED,S,H,I,E,D,Top5
13456,DRAWL,D,R,A,W,L,
13457,DAISY,D,A,I,S,Y,
13458,PUTTY,P,U,T,T,Y,Top5
13459,STRUT,S,T,R,U,T,Top5
13460,BURNT,B,U,R,N,T,Top5
13461,TULIP,T,U,L,I,P,
13462,CRICK,C,R,I,C,K,Top5
13463,IDYLL,I,D,Y,L,L,
13464,VIXEN,V,I,X,E,N,
13465,FUROR,F,U,R,O,R,
13466,GEEKY,G,E,E,K,Y,
13467,COUGH,C,O,U,G,H,Top5
13468,NAIVE,N,A,I,V,E,
13469,SHOAL,S,H,O,A,L,Top5
13470,STORK,S,T,O,R,K,Top5
13471,BATHE,B,A,T,H,E,Top5
13472,AUNTY,A,U,N,T,Y,
13473,CHECK,C,H,E,C,K,Top5
13474,PRIME,P,R,I,M,E,Top5
13475,BRASS,B,R,A,S,S,Top5
13476,OUTER,O,U,T,E,R,
13477,FURRY,F,U,R,R,Y,
13478,RAZOR,R,A,Z,O,R,
13479,ELECT,E,L,E,C,T,
13480,EVICT,E,V,I,C,T,
13481,IMPLY,I,M,P,L,Y,
13482,DEMUR,D,E,M,U,R,
13483,QUOTA,Q,U,O,T,A,
13484,HAVEN,H,A,V,E,N,
13485,CAVIL,C,A,V,I,L,Top5
13486,SWEAR,S,W,E,A,R,Top5
13487,CRUMP,C,R,U,M,P,Top5
13488,DOUGH,D,O,U,G,H,
13489,GAVEL,G,A,V,E,L,
13490,WAGON,W,A,G,O,N,
13491,SALON,S,A,L,O,N,Top5
13492,NUDGE,N,U,D,G,E,
13493,HAREM,H,A,R,E,M,
13494,PITCH,P,I,T,C,H,Top5
13495,SWORN,S,W,O,R,N,Top5
13496,PUPIL,P,U,P,I,L,Top5
13497,EXCEL,E,X,C,E,L,
13498,STONY,S,T,O,N,Y,Top5
13499,CABIN,C,A,B,I,N,Top5
13500,UNZIP,U,N,Z,I,P,
13501,QUEEN,Q,U,E,E,N,
13502,TROUT,T,R,O,U,T,
13503,POLYP,P,O,L,Y,P,Top5
13504,EARTH,E,A,R,T,H,
13505,STORM,S,T,O,R,M,Top5
13506,UNTIL,U,N,T,I,L,
13507,TAPER,T,A,P,E,R,
13508,ENTER,E,N,T,E,R,
13509,CHILD,C,H,I,L,D,Top5
13510,ADOPT,A,D,O,P,T,
13511,MINOR,M,I,N,O,R,Top5
13512,FATTY,F,A,T,T,Y,
13513,HUSKY,H,U,S,K,Y,
13514,BRAVE,B,R,A,V,E,Top5
13515,FILET,F,I,L,E,T,
13516,SLIME,S,L,I,M,E,Top5
13517,GLINT,G,L,I,N,T,
13518,TREAD,T,R,E,A,D,
13519,STEAL,S,T,E,A,L,Top5
13520,REGAL,R,E,G,A,L,
13521,GUEST,G,U,E,S,T,
13522,EVERY,E,V,E,R,Y,
13523,MURKY,M,U,R,K,Y,Top5
13524,SHARE,S,H,A,R,E,Top5
13525,SPORE,S,P,O,R,E,Top5
13526,HOIST,H,O,I,S,T,
13527,BUXOM,B,U,X,O,M,Top5
13528,INNER,I,N,N,E,R,
13529,OTTER,O,T,T,E,R,
13530,DIMLY,D,I,M,L,Y,
13531,LEVEL,L,E,V,E,L,
13532,SUMAC,S,U,M,A,C,Top5
13533,DONUT,D,O,N,U,T,
13534,STILT,S,T,I,L,T,Top5
13535,ARENA,A,R,E,N,A,
13536,SHEET,S,H,E,E,T,Top5
13537,SCRUB,S,C,R,U,B,Top5
13538,FANCY,F,A,N,C,Y,
13539,SLIMY,S,L,I,M,Y,Top5
13540,PEARL,P,E,A,R,L,Top5
13541,SILLY,S,I,L,L,Y,Top5
13542,PORCH,P,O,R,C,H,Top5
13543,DINGO,D,I,N,G,O,
13544,SEPIA,S,E,P,I,A,Top5
13545,AMBLE,A,M,B,L,E,
13546,SHADY,S,H,A,D,Y,Top5
13547,BREAD,B,R,E,A,D,Top5
13548,FRIAR,F,R,I,A,R,
13549,REIGN,R,E,I,G,N,
13550,DAIRY,D,A,I,R,Y,
13551,QUILL,Q,U,I,L,L,
13552,CROSS,C,R,O,S,S,Top5
13553,BROOD,B,R,O,O,D,Top5
13554,TUBER,T,U,B,E,R,
13555,SHEAR,S,H,E,A,R,Top5
13556,POSIT,P,O,S,I,T,Top5
13557,BLANK,B,L,A,N,K,Top5
13558,VILLA,V,I,L,L,A,
13559,SHANK,S,H,A,N,K,Top5
13560,PIGGY,P,I,G,G,Y,Top5
13561,FREAK,F,R,E,A,K,
13562,WHICH,W,H,I,C,H,
13563,AMONG,A,M,O,N,G,
13564,FECAL,F,E,C,A,L,
13565,SHELL,S,H,E,L,L,Top5
13566,WOULD,W,O,U,L,D,
13567,ALGAE,A,L,G,A,E,
13568,LARGE,L,A,R,G,E,
13569,RABBI,R,A,B,B,I,
13570,AGONY,A,G,O,N,Y,
13571,AMUSE,A,M,U,S,E,
13572,BUSHY,B,U,S,H,Y,Top5
13573,COPSE,C,O,P,S,E,Top5
13574,SWOON,S,W,O,O,N,Top5
13575,KNIFE,K,N,I,F,E,
13576,POUCH,P,O,U,C,H,Top5
13577,ASCOT,A,S,C,O,T,
13578,PLANE,P,L,A,N,E,Top5
13579,CROWN,C,R,O,W,N,Top5
13580,URBAN,U,R,B,A,N,
13581,SNIDE,S,N,I,D,E,Top5
13582,RELAY,R,E,L,A,Y,
13583,ABIDE,A,B,I,D,E,
13584,VIOLA,V,I,O,L,A,
13585,RAJAH,R,A,J,A,H,
13586,STRAW,S,T,R,A,W,Top5
13587,DILLY,D,I,L,L,Y,
13588,CRASH,C,R,A,S,H,Top5
13589,AMASS,A,M,A,S,S,
13590,THIRD,T,H,I,R,D,
13591,TRICK,T,R,I,C,K,
13592,TUTOR,T,U,T,O,R,
13593,WOODY,W,O,O,D,Y,
13594,BLURB,B,L,U,R,B,Top5
13595,GRIEF,G,R,I,E,F,
13596,DISCO,D,I,S,C,O,
13597,WHERE,W,H,E,R,E,
13598,SASSY,S,A,S,S,Y,Top5
13599,BEACH,B,E,A,C,H,Top5
13600,SAUNA,S,A,U,N,A,Top5
13601,COMIC,C,O,M,I,C,Top5
13602,CLUED,C,L,U,E,D,Top5
13603,CREEP,C,R,E,E,P,Top5
13604,CASTE,C,A,S,T,E,Top5
13605,GRAZE,G,R,A,Z,E,
13606,SNUFF,S,N,U,F,F,Top5
13607,FROCK,F,R,O,C,K,
13608,GONAD,G,O,N,A,D,
13609,DRUNK,D,R,U,N,K,
13610,PRONG,P,R,O,N,G,Top5
13611,LURID,L,U,R,I,D,
13612,STEEL,S,T,E,E,L,Top5
13613,HALVE,H,A,L,V,E,
13614,BUYER,B,U,Y,E,R,Top5
13615,VINYL,V,I,N,Y,L,
13616,UTILE,U,T,I,L,E,
13617,SMELL,S,M,E,L,L,Top5
13618,ADAGE,A,D,A,G,E,
13619,WORRY,W,O,R,R,Y,
13620,TASTY,T,A,S,T,Y,
13621,LOCAL,L,O,C,A,L,
13622,TRADE,T,R,A,D,E,
13623,FINCH,F,I,N,C,H,
13624,ASHEN,A,S,H,E,N,
13625,MODAL,M,O,D,A,L,Top5
13626,GAUNT,G,A,U,N,T,
13627,CLOVE,C,L,O,V,E,Top5
13628,ENACT,E,N,A,C,T,
13629,ADORN,A,D,O,R,N,
13630,ROAST,R,O,A,S,T,
13631,SPECK,S,P,E,C,K,Top5
13632,SHEIK,S,H,E,I,K,Top5
13633,MISSY,M,I,S,S,Y,Top5
13634,GRUNT,G,R,U,N,T,
13635,SNOOP,S,N,O,O,P,Top5
13636,PARTY,P,A,R,T,Y,Top5
13637,TOUCH,T,O,U,C,H,
13638,MAFIA,M,A,F,I,A,Top5
13639,EMCEE,E,M,C,E,E,
13640,ARRAY,A,R,R,A,Y,
13641,SOUTH,S,O,U,T,H,Top5
13642,VAPID,V,A,P,I,D,
13643,JELLY,J,E,L,L,Y,
13644,SKULK,S,K,U,L,K,Top5
13645,ANGST,A,N,G,S,T,
13646,TUBAL,T,U,B,A,L,
13647,LOWER,L,O,W,E,R,
13648,CREST,C,R,E,S,T,Top5
13649,SWEAT,S,W,E,A,T,Top5
13650,CYBER,C,Y,B,E,R,Top5
13651,ADORE,A,D,O,R,E,
13652,TARDY,T,A,R,D,Y,
13653,SWAMI,S,W,A,M,I,Top5
13654,NOTCH,N,O,T,C,H,
13655,GROOM,G,R,O,O,M,
13656,ROACH,R,O,A,C,H,
13657,HITCH,H,I,T,C,H,
13658,YOUNG,Y,O,U,N,G,
13659,ALIGN,A,L,I,G,N,
13660,READY,R,E,A,D,Y,
13661,FROND,F,R,O,N,D,
13662,STRAP,S,T,R,A,P,Top5
13663,PUREE,P,U,R,E,E,Top5
13664,REALM,R,E,A,L,M,
13665,VENUE,V,E,N,U,E,
13666,SWARM,S,W,A,R,M,Top5
13667,OFFER,O,F,F,E,R,
13668,SEVEN,S,E,V,E,N,Top5
13669,DRYER,D,R,Y,E,R,
13670,DIARY,D,I,A,R,Y,
13671,DRYLY,D,R,Y,L,Y,
13672,DRANK,D,R,A,N,K,
13673,ACRID,A,C,R,I,D,
13674,HEADY,H,E,A,D,Y,
13675,THETA,T,H,E,T,A,
13676,JUNTO,J,U,N,T,O,
13677,PIXIE,P,I,X,I,E,Top5
13678,QUOTH,Q,U,O,T,H,
13679,BONUS,B,O,N,U,S,Top5
13680,SHALT,S,H,A,L,T,Top5
13681,PENNE,P,E,N,N,E,Top5
13682,AMEND,A,M,E,N,D,
13683,DATUM,D,A,T,U,M,
13684,BUILD,B,U,I,L,D,Top5
13685,PIANO,P,I,A,N,O,Top5
13686,SHELF,S,H,E,L,F,Top5
13687,LODGE,L,O,D,G,E,
13688,SUING,S,U,I,N,G,Top5
13689,REARM,R,E,A,R,M,
13690,CORAL,C,O,R,A,L,Top5
13691,RAMEN,R,A,M,E,N,
13692,WORTH,W,O,R,T,H,
13693,PSALM,P,S,A,L,M,Top5
13694,INFER,I,N,F,E,R,
13695,OVERT,O,V,E,R,T,
13696,MAYOR,M,A,Y,O,R,Top5
13697,OVOID,O,V,O,I,D,
13698,GLIDE,G,L,I,D,E,
13699,USAGE,U,S,A,G,E,
13700,POISE,P,O,I,S,E,Top5
13701,RANDY,R,A,N,D,Y,
13702,CHUCK,C,H,U,C,K,Top5
13703,PRANK,P,R,A,N,K,Top5
13704,FISHY,F,I,S,H,Y,
13705,TOOTH,T,O,O,T,H,
13706,ETHER,E,T,H,E,R,
13707,DROVE,D,R,O,V,E,
13708,IDLER,I,D,L,E,R,
13709,SWATH,S,W,A,T,H,Top5
13710,STINT,S,T,I,N,T,Top5
13711,WHILE,W,H,I,L,E,
13712,BEGAT,B,E,G,A,T,Top5
13713,APPLY,A,P,P,L,Y,
13714,SLANG,S,L,A,N,G,Top5
13715,TAROT,T,A,R,O,T,
13716,RADAR,R,A,D,A,R,
13717,CREDO,C,R,E,D,O,Top5
13718,AWARE,A,W,A,R,E,
13719,CANON,C,A,N,O,N,Top5
13720,SHIFT,S,H,I,F,T,Top5
13721,TIMER,T,I,M,E,R,
13722,BYLAW,B,Y,L,A,W,Top5
13723,SERUM,S,E,R,U,M,Top5
13724,THREE,T,H,R,E,E,
13725,STEAK,S,T,E,A,K,Top5
13726,ILIAC,I,L,I,A,C,
13727,SHIRK,S,H,I,R,K,Top5
13728,BLUNT,B,L,U,N,T,Top5
13729,PUPPY,P,U,P,P,Y,Top5
13730,PENAL,P,E,N,A,L,Top5
13731,JOIST,J,O,I,S,T,
13732,BUNNY,B,U,N,N,Y,Top5
13733,SHAPE,S,H,A,P,E,Top5
13734,BEGET,B,E,G,E,T,Top5
13735,WHEEL,W,H,E,E,L,
13736,ADEPT,A,D,E,P,T,
13737,STUNT,S,T,U,N,T,Top5
13738,STOLE,S,T,O,L,E,Top5
13739,TOPAZ,T,O,P,A,Z,
13740,CHORE,C,H,O,R,E,Top5
13741,FLUKE,F,L,U,K,E,
13742,AFOOT,A,F,O,O,T,
13743,BLOAT,B,L,O,A,T,Top5
13744,BULLY,B,U,L,L,Y,Top5
13745,DENSE,D,E,N,S,E,
13746,CAPER,C,A,P,E,R,Top5
13747,SNEER,S,N,E,E,R,Top5
13748,BOXER,B,O,X,E,R,Top5
13749,JUMBO,J,U,M,B,O,
13750,LUNGE,L,U,N,G,E,
13751,SPACE,S,P,A,C,E,Top5
13752,AVAIL,A,V,A,I,L,
13753,SHORT,S,H,O,R,T,Top5
13754,SLURP,S,L,U,R,P,Top5
13755,LOYAL,L,O,Y,A,L,
13756,FLIRT,F,L,I,R,T,
13757,PIZZA,P,I,Z,Z,A,Top5
13758,CONCH,C,O,N,C,H,Top5
13759,TEMPO,T,E,M,P,O,
13760,DROOP,D,R,O,O,P,
13761,PLATE,P,L,A,T,E,Top5
13762,BIBLE,B,I,B,L,E,Top5
13763,PLUNK,P,L,U,N,K,Top5
13764,AFOUL,A,F,O,U,L,
13765,SAVOY,S,A,V,O,Y,Top5
13766,STEEP,S,T,E,E,P,Top5
13767,AGILE,A,G,I,L,E,
13768,STAKE,S,T,A,K,E,Top5
13769,DWELL,D,W,E,L,L,
13770,KNAVE,K,N,A,V,E,
13771,BEARD,B,E,A,R,D,Top5
13772,AROSE,A,R,O,S,E,
13773,MOTIF,M,O,T,I,F,Top5
13774,SMASH,S,M,A,S,H,Top5
13775,BROIL,B,R,O,I,L,Top5
13776,GLARE,G,L,A,R,E,
13777,SHOVE,S,H,O,V,E,Top5
13778,BAGGY,B,A,G,G,Y,Top5
13779,MAMMY,M,A,M,M,Y,Top5
13780,SWAMP,S,W,A,M,P,Top5
13781,ALONG,A,L,O,N,G,
13782,RUGBY,R,U,G,B,Y,
13783,WAGER,W,A,G,E,R,
13784,QUACK,Q,U,A,C,K,
13785,SQUAT,S,Q,U,A,T,Top5
13786,SNAKY,S,N,A,K,Y,Top5
13787,DEBIT,D,E,B,I,T,
13788,MANGE,M,A,N,G,E,Top5
13789,SKATE,S,K,A,T,E,Top5
13790,NINTH,N,I,N,T,H,
13791,JOUST,J,O,U,S,T,
13792,TRAMP,T,R,A,M,P,
13793,SPURN,S,P,U,R,N,Top5
13794,MEDAL,M,E,D,A,L,Top5
13795,MICRO,M,I,C,R,O,Top5
13796,REBEL,R,E,B,E,L,
13797,FLANK,F,L,A,N,K,
13798,LEARN,L,E,A,R,N,
13799,NADIR,N,A,D,I,R,
13800,MAPLE,M,A,P,L,E,Top5
13801,COMFY,C,O,M,F,Y,Top5
13802,REMIT,R,E,M,I,T,
13803,GRUFF,G,R,U,F,F,
13804,ESTER,E,S,T,E,R,
13805,LEAST,L,E,A,S,T,
13806,MOGUL,M,O,G,U,L,Top5
13807,FETCH,F,E,T,C,H,
13808,CAUSE,C,A,U,S,E,Top5
13809,OAKEN,O,A,K,E,N,
13810,AGLOW,A,G,L,O,W,
13811,MEATY,M,E,A,T,Y,Top5
13812,GAFFE,G,A,F,F,E,
13813,SHYLY,S,H,Y,L,Y,Top5
13814,RACER,R,A,C,E,R,
13815,PROWL,P,R,O,W,L,Top5
13816,THIEF,T,H,I,E,F,
13817,STERN,S,T,E,R,N,Top5
13818,POESY,P,O,E,S,Y,Top5
13819,ROCKY,R,O,C,K,Y,
13820,TWEET,T,W,E,E,T,
13821,WAIST,W,A,I,S,T,
13822,SPIRE,S,P,I,R,E,Top5
13823,GROPE,G,R,O,P,E,
13824,HAVOC,H,A,V,O,C,
13825,PATSY,P,A,T,S,Y,Top5
13826,TRULY,T,R,U,L,Y,
13827,FORTY,F,O,R,T,Y,
13828,DEITY,D,E,I,T,Y,
13829,UNCLE,U,N,C,L,E,
13830,SWISH,S,W,I,S,H,Top5
13831,GIVER,G,I,V,E,R,
13832,PREEN,P,R,E,E,N,Top5
13833,BEVEL,B,E,V,E,L,Top5
13834,LEMUR,L,E,M,U,R,
13835,DRAFT,D,R,A,F,T,
13836,SLOPE,S,L,O,P,E,Top5
13837,ANNOY,A,N,N,O,Y,
13838,LINGO,L,I,N,G,O,
13839,BLEAK,B,L,E,A,K,Top5
13840,DITTY,D,I,T,T,Y,
13841,CURLY,C,U,R,L,Y,Top5
13842,CEDAR,C,E,D,A,R,Top5
13843,DIRGE,D,I,R,G,E,
13844,GROWN,G,R,O,W,N,
13845,HORDE,H,O,R,D,E,
13846,DROOL,D,R,O,O,L,
13847,SHUCK,S,H,U,C,K,Top5
13848,CRYPT,C,R,Y,P,T,Top5
13849,CUMIN,C,U,M,I,N,Top5
13850,STOCK,S,T,O,C,K,Top5
13851,GRAVY,G,R,A,V,Y,
13852,LOCUS,L,O,C,U,S,
13853,WIDER,W,I,D,E,R,
13854,BREED,B,R,E,E,D,Top5
13855,QUITE,Q,U,I,T,E,
13856,CHAFE,C,H,A,F,E,Top5
13857,CACHE,C,A,C,H,E,Top5
13858,BLIMP,B,L,I,M,P,Top5
13859,DEIGN,D,E,I,G,N,
13860,FIEND,F,I,E,N,D,
13861,LOGIC,L,O,G,I,C,
13862,CHEAP,C,H,E,A,P,Top5
13863,ELIDE,E,L,I,D,E,
13864,RIGID,R,I,G,I,D,
13865,FALSE,F,A,L,S,E,
13866,RENAL,R,E,N,A,L,
13867,PENCE,P,E,N,C,E,Top5
13868,ROWDY,R,O,W,D,Y,
13869,SHOOT,S,H,O,O,T,Top5
13870,BLAZE,B,L,A,Z,E,Top5
13871,ENVOY,E,N,V,O,Y,
13872,POSSE,P,O,S,S,E,Top5
13873,BRIEF,B,R,I,E,F,Top5
13874,NEVER,N,E,V,E,R,
13875,ABORT,A,B,O,R,T,
13876,MOUSE,M,O,U,S,E,Top5
13877,MUCKY,M,U,C,K,Y,Top5
13878,SULKY,S,U,L,K,Y,Top5
13879,FIERY,F,I,E,R,Y,
13880,MEDIA,M,E,D,I,A,Top5
13881,TRUNK,T,R,U,N,K,
13882,YEAST,Y,E,A,S,T,
13883,CLEAR,C,L,E,A,R,Top5
13884,SKUNK,S,K,U,N,K,Top5
13885,SCALP,S,C,A,L,P,Top5
13886,BITTY,B,I,T,T,Y,Top5
13887,CIDER,C,I,D,E,R,Top5
13888,KOALA,K,O,A,L,A,
13889,DUVET,D,U,V,E,T,
13890,SEGUE,S,E,G,U,E,Top5
13891,CREME,C,R,E,M,E,Top5
13892,SUPER,S,U,P,E,R,Top5
13893,GRILL,G,R,I,L,L,
13894,AFTER,A,F,T,E,R,
13895,OWNER,O,W,N,E,R,
13896,EMBER,E,M,B,E,R,
13897,REACH,R,E,A,C,H,
13898,NOBLY,N,O,B,L,Y,
13899,EMPTY,E,M,P,T,Y,
13900,SPEED,S,P,E,E,D,Top5
13901,GIPSY,G,I,P,S,Y,
13902,RECUR,R,E,C,U,R,
13903,SMOCK,S,M,O,C,K,Top5
13904,DREAD,D,R,E,A,D,
13905,MERGE,M,E,R,G,E,Top5
13906,BURST,B,U,R,S,T,Top5
13907,KAPPA,K,A,P,P,A,
13908,AMITY,A,M,I,T,Y,
13909,SHAKY,S,H,A,K,Y,Top5
13910,HOVER,H,O,V,E,R,
13911,CAROL,C,A,R,O,L,Top5
13912,SNORT,S,N,O,R,T,Top5
13913,SYNOD,S,Y,N,O,D,Top5
13914,FAINT,F,A,I,N,T,
13915,HAUNT,H,A,U,N,T,
13916,FLOUR,F,L,O,U,R,
13917,CHAIR,C,H,A,I,R,Top5
13918,DETOX,D,E,T,O,X,
13919,SHREW,S,H,R,E,W,Top5
13920,TENSE,T,E,N,S,E,
13921,PLIED,P,L,I,E,D,Top5
13922,QUARK,Q,U,A,R,K,
13923,BURLY,B,U,R,L,Y,Top5
13924,NOVEL,N,O,V,E,L,
13925,WAXEN,W,A,X,E,N,
13926,STOIC,S,T,O,I,C,Top5
13927,JERKY,J,E,R,K,Y,
13928,BLITZ,B,L,I,T,Z,Top5
13929,BEEFY,B,E,E,F,Y,Top5
13930,LYRIC,L,Y,R,I,C,
13931,HUSSY,H,U,S,S,Y,
13932,TOWEL,T,O,W,E,L,
13933,QUILT,Q,U,I,L,T,
13934,BELOW,B,E,L,O,W,Top5
13935,BINGO,B,I,N,G,O,Top5
13936,WISPY,W,I,S,P,Y,
13937,BRASH,B,R,A,S,H,Top5
13938,SCONE,S,C,O,N,E,Top5
13939,TOAST,T,O,A,S,T,
13940,EASEL,E,A,S,E,L,
13941,SAUCY,S,A,U,C,Y,Top5
13942,VALUE,V,A,L,U,E,
13943,SPICE,S,P,I,C,E,Top5
13944,HONOR,H,O,N,O,R,
13945,ROUTE,R,O,U,T,E,
13946,SHARP,S,H,A,R,P,Top5
13947,BAWDY,B,A,W,D,Y,Top5
13948,RADII,R,A,D,I,I,
13949,SKULL,S,K,U,L,L,Top5
13950,PHONY,P,H,O,N,Y,Top5
13951,ISSUE,I,S,S,U,E,
13952,LAGER,L,A,G,E,R,
13953,SWELL,S,W,E,L,L,Top5
13954,URINE,U,R,I,N,E,
13955,GASSY,G,A,S,S,Y,
13956,TRIAL,T,R,I,A,L,
13957,FLORA,F,L,O,R,A,
13958,UPPER,U,P,P,E,R,
13959,LATCH,L,A,T,C,H,
13960,WIGHT,W,I,G,H,T,
13961,BRICK,B,R,I,C,K,Top5
13962,RETRY,R,E,T,R,Y,
13963,HOLLY,H,O,L,L,Y,
13964,DECAL,D,E,C,A,L,
13965,GRASS,G,R,A,S,S,
13966,SHACK,S,H,A,C,K,Top5
13967,DOGMA,D,O,G,M,A,
13968,MOVER,M,O,V,E,R,Top5
13969,DEFER,D,E,F,E,R,
13970,SOBER,S,O,B,E,R,Top5
13971,OPTIC,O,P,T,I,C,
13972,CRIER,C,R,I,E,R,Top5
13973,VYING,V,Y,I,N,G,
13974,NOMAD,N,O,M,A,D,
13975,FLUTE,F,L,U,T,E,
13976,HIPPO,H,I,P,P,O,
13977,SHARK,S,H,A,R,K,Top5
13978,DRIER,D,R,I,E,R,
13979,OBESE,O,B,E,S,E,
13980,BUGLE,B,U,G,L,E,Top5
13981,TAWNY,T,A,W,N,Y,
13982,CHALK,C,H,A,L,K,Top5
13983,FEAST,F,E,A,S,T,
13984,RUDDY,R,U,D,D,Y,
13985,PEDAL,P,E,D,A,L,Top5
13986,SCARF,S,C,A,R,F,Top5
13987,CRUEL,C,R,U,E,L,Top5
13988,BLEAT,B,L,E,A,T,Top5
13989,TIDAL,T,I,D,A,L,
13990,SLUSH,S,L,U,S,H,Top5
13991,SEMEN,S,E,M,E,N,Top5
13992,WINDY,W,I,N,D,Y,
13993,DUSTY,D,U,S,T,Y,
13994,SALLY,S,A,L,L,Y,Top5
13995,IGLOO,I,G,L,O,O,
13996,NERDY,N,E,R,D,Y,
13997,JEWEL,J,E,W,E,L,
13998,SHONE,S,H,O,N,E,Top5
13999,WHALE,W,H,A,L,E,
14000,HYMEN,H,Y,M,E,N,
14001,ABUSE,A,B,U,S,E,
14002,FUGUE,F,U,G,U,E,
14003,ELBOW,E,L,B,O,W,
14004,CRUMB,C,R,U,M,B,Top5
14005,PANSY,P,A,N,S,Y,Top5
14006,WELSH,W,E,L,S,H,
14007,SYRUP,S,Y,R,U,P,Top5
14008,TERSE,T,E,R,S,E,
14009,SUAVE,S,U,A,V,E,Top5
14010,GAMUT,G,A,M,U,T,
14011,SWUNG,S,W,U,N,G,Top5
14012,DRAKE,D,R,A,K,E,
14013,FREED,F,R,E,E,D,
14014,AFIRE,A,F,I,R,E,
14015,SHIRT,S,H,I,R,T,Top5
14016,GROUT,G,R,O,U,T,
14017,ODDLY,O,D,D,L,Y,
14018,TITHE,T,I,T,H,E,
14019,PLAID,P,L,A,I,D,Top5
14020,DUMMY,D,U,M,M,Y,
14021,BROOM,B,R,O,O,M,Top5
14022,BLIND,B,L,I,N,D,Top5
14023,TORCH,T,O,R,C,H,
14024,ENEMY,E,N,E,M,Y,
14025,AGAIN,A,G,A,I,N,
14026,TYING,T,Y,I,N,G,
14027,PESKY,P,E,S,K,Y,Top5
14028,ALTER,A,L,T,E,R,
14029,GAZER,G,A,Z,E,R,
14030,NOBLE,N,O,B,L,E,
14031,ETHOS,E,T,H,O,S,
14032,BRIDE,B,R,I,D,E,Top5
14033,EXTOL,E,X,T,O,L,
14034,DECOR,D,E,C,O,R,
14035,HOBBY,H,O,B,B,Y,
14036,BEAST,B,E,A,S,T,Top5
14037,IDIOM,I,D,I,O,M,
